  id            u            v       length      demanda           CS           CA   oneway     status
 121   42   44    65.486458    43.587787     0.523892     0.196459    False  undefined
 122   42   45    63.733996    42.421348     0.509872     0.191202    False  undefined
 123   43   40    72.500158    48.256105     0.580001     0.217500    False  undefined
 124   43   14    86.927995    57.859274     0.695424     0.260784    False  undefined
 125   43   280   137.850007    91.752965     1.102800     0.413550    False  undefined
 126   44   42    65.486458    43.587787     0.523892     0.196459    False  undefined
 127   45   42    63.733996    42.421348     0.509872     0.191202    False  undefined
 128   45   46    22.035043    14.666525     0.176280     0.066105    False  undefined
 129   45   251   660.728722   439.781037     5.285830     1.982186    False  undefined
 130   46   45    22.035043    14.666525     0.176280     0.066105    False  undefined
 131   46   279    50.248025    33.445085     0.401984     0.150744    False  undefined
 132   46   280    51.105605    34.015890     0.408845     0.153317    False  undefined
 133   47   13    51.555272    34.315189     0.412442     0.154666    False  undefined
 134   47   10   104.360427    69.462300     0.834883     0.313081    False  undefined
 135   47   33   288.434368   191.981915     2.307475     0.865303    False  undefined
 136    7    8   140.106655     0.000000     1.120853     0.420320    False   passagem
 137    7   248   131.546727     0.000000     1.052374     0.394640     True   passagem
 138    7   169   412.416898     0.000000     3.299335     1.237251    False   passagem
 139    8   254    18.504131     0.000000     0.148033     0.055512    False   passagem
 140    8    7   140.106655     0.000000     1.120853     0.420320    False   passagem
 141    8   167    13.799968     0.000000     0.110400     0.041400     True   passagem
 142   210   213   106.679550    71.005908     0.853436     0.320039    False  undefined
 143   210   185    83.801695    55.778408     0.670414     0.251405    False  undefined
 144   210   265   135.106000    89.926553     1.080848     0.405318    False  undefined
 145   211   212    75.228109    50.071829     0.601825     0.225684    False  undefined
 146   211   269    57.383502    38.194459     0.459068     0.172151    False  undefined
 147   211   215   131.500172    87.526514     1.052001     0.394501    False  undefined
 148   212   211    75.228109    50.071829     0.601825     0.225684    False  undefined
 149   212   214    73.903011    49.189844     0.591224     0.221709    False  undefined
 150   212   267     8.642775     5.752631     0.069142     0.025928    False  undefined
 151   213   210   106.679550    71.005908     0.853436     0.320039    False  undefined
 152   213   187    86.522540    57.589403     0.692180     0.259568    False  undefined
 153   213   265   151.195756   100.635895     1.209566     0.453587    False  undefined
 154    9   93   112.012465     0.000000     0.896100     0.336037    False   passagem
 155    9       5    83.645551     0.000000     0.669164     0.250937     True   passagem
 156    9       6  3544.902800     0.000000    28.359222    10.634708    False   passagem
 157   214   212    73.903011    49.189844     0.591224     0.221709    False  undefined
 158   215   190    20.105926    13.382504     0.160847     0.060318    False  undefined
 159   215   193   153.786609   102.360367     1.230293     0.461360    False  undefined
 160   215   211   131.500172    87.526514     1.052001     0.394501    False  undefined
 161   273   170   157.000815   104.499743     1.256007     0.471002    False  undefined
 162   274   72   114.002157    75.879836     0.912017     0.342006     True  undefined
 163   274   74    11.572781     0.000000     0.092582     0.034718    False   passagem
 164   275   276    53.978787    35.928281     0.431830     0.161936    False  undefined
 165   275   53   108.016488    71.895774     0.864132     0.324049    False  undefined
 166   275   220    44.345883    29.516619     0.354767     0.133038    False  undefined
 167   276   275    53.978787    35.928281     0.431830     0.161936    False  undefined
 168   277   32    54.096205    36.006434     0.432770     0.162289    False  undefined
 169   277   33    61.224963    40.751336     0.489800     0.183675    False  undefined
 170   277   278   205.283862   136.636938     1.642271     0.615852    False  undefined
 171   278   277   205.283862   136.636938     1.642271     0.615852    False  undefined
 172   216   247    39.650633    26.391461     0.317205     0.118952    False  undefined
 173   216   204    86.011449    57.249221     0.688092     0.258034    False  undefined
 174   216   205    93.577582    62.285238     0.748621     0.280733    False  undefined
 175   217   263    47.074479    31.332773     0.376596     0.141223     True  undefined
 176   11   20    77.063833    51.293687     0.616511     0.231192    False  undefined
 177   11   151    44.857670    29.857265     0.358861     0.134573    False  undefined
 178   11   159    71.301566    47.458322     0.570413     0.213905    False  undefined
 179   11   222    42.915541    28.564584     0.343324     0.128747    False  undefined
 180   218   98    19.381249     0.000000     0.155050     0.058144     True   passagem
 181   218   217    13.862452     0.000000     0.110900     0.041587     True   passagem
 182   219   93   138.606511     0.000000     1.108852     0.415820    False   passagem
 183   219   108    60.737757     0.000000     0.485902     0.182213    False   passagem
 184   219       3     0.284806     0.000000     0.002278     0.000854     True   passagem
 185   12   20    72.832927    48.477596     0.582663     0.218499    False  undefined
 186   12   134    45.321304    30.165860     0.362570     0.135964    False  undefined
 187   12   140   126.408800    84.137698     1.011270     0.379226    False  undefined
 188   13   47    51.555272    34.315189     0.412442     0.154666    False  undefined
 189   13   14    35.614076    23.704729     0.284913     0.106842    False  undefined
 190   13   251   115.569819    76.923272     0.924559     0.346709    False  undefined
 191       1       2    13.011350     0.000000     0.104091     0.039034    False   passagem
 192       1   66   135.059425    89.895553     1.080475     0.405178     True  undefined
 193       2       1    13.011350     0.000000     0.104091     0.039034    False   passagem
 194       2   60    74.580045    49.640478     0.596640     0.223740     True  undefined
 195   14   43    86.927995    57.859274     0.695424     0.260784    False  undefined
 196   14   13    35.614076    23.704729     0.284913     0.106842    False  undefined
 197   14   279   157.394586   104.761837     1.259157     0.472184    False  undefined
 198   261   262    11.552905     0.000000     0.092423     0.034659    False   passagem
 199   261   264    67.128615    44.680806     0.537029     0.201386     True  undefined
 200   262   261    11.552905     0.000000     0.092423     0.034659    False   passagem
 201   262   91    81.466052    54.223804     0.651728     0.244398     True  undefined
 202   263   262    66.486056    44.253119     0.531888     0.199458     True  undefined
 203   263   264    11.950180     0.000000     0.095601     0.035851    False   passagem
 204   264   263    11.950180     0.000000     0.095601     0.035851    False   passagem
 205   264   96    41.326910    27.507192     0.330615     0.123981     True  undefined
 206   265   266    55.640263    37.034159     0.445122     0.166921    False  undefined
 207   265   213   151.195756   100.635895     1.209566     0.453587    False  undefined
 208   265   210   135.106000    89.926553     1.080848     0.405318    False  undefined
 209   266   265    55.640263    37.034159     0.445122     0.166921    False  undefined
 210   267   212     8.642775     5.752631     0.069142     0.025928    False  undefined
 211   267   268   100.148017    66.658520     0.801184     0.300444    False  undefined
 212   267   184    62.017765    41.279025     0.496142     0.186053    False  undefined
 213   268   267   100.148017    66.658520     0.801184     0.300444    False  undefined
 214   269   211    57.383502    38.194459     0.459068     0.172151    False  undefined
 215   269   270    39.990924    26.617959     0.319927     0.119973    False  undefined
 216   269   182     5.689793     3.787126     0.045518     0.017069    False  undefined
 217   270   269    39.990924    26.617959     0.319927     0.119973    False  undefined
 218   271   272    16.953618     0.000000     0.135629     0.050861    False   passagem
 219   271   180    53.406897    35.547631     0.427255     0.160221     True  undefined
 220   272   271    16.953618     0.000000     0.135629     0.050861    False   passagem
 221   272   194   151.815826   101.048614     1.214527     0.455447     True  undefined
 222   279   46    50.248025    33.445085     0.401984     0.150744    False  undefined
 223   279   14   157.394586   104.761837     1.259157     0.472184    False  undefined
 224   279   280    21.737312    14.468355     0.173898     0.065212    False  undefined
 225   280   43   137.850007    91.752965     1.102800     0.413550    False  undefined
 226   280   46    51.105605    34.015890     0.408845     0.153317    False  undefined
 227   280   279    21.737312    14.468355     0.173898     0.065212    False  undefined
 228   250   251   157.706371   104.969360     1.261651     0.473119    False  undefined
 229   251   250   157.706371   104.969360     1.261651     0.473119    False  undefined
 230   251   13   115.569819    76.923272     0.924559     0.346709    False  undefined
 231   251   45   660.728722   439.781037     5.285830     1.982186    False  undefined
 232   230   242    41.089937    27.349462     0.328719     0.123270    False  undefined
 233   230   231    73.318125    48.800544     0.586545     0.219954    False  undefined
 234   230   134    44.060372    29.326583     0.352483     0.132181    False  undefined
 235   231   243    43.198438    28.752881     0.345588     0.129595    False  undefined
 236   231   230    73.318125    48.800544     0.586545     0.219954    False  undefined
 237   231   232    76.386455    50.842825     0.611092     0.229159    False  undefined
 238   231   145    41.283707    27.478435     0.330270     0.123851    False  undefined
 239   232   21    38.015921    25.303397     0.304127     0.114048    False  undefined
 240   232   231    76.386455    50.842825     0.611092     0.229159    False  undefined
 241   232   233    71.403690    47.526296     0.571230     0.214211    False  undefined
 242   232   151    42.252454    28.123233     0.338020     0.126757    False  undefined
 243   233   232    71.403690    47.526296     0.571230     0.214211    False  undefined
 244   233   157    15.484956    10.306786     0.123880     0.046455    False  undefined
 245   233   158    42.813038    28.496358     0.342504     0.128439    False  undefined
 246   234   235    60.426608    40.219950     0.483413     0.181280    False  undefined
 247   234   237    56.467991    37.585095     0.451744     0.169404    False  undefined
 248   234   157    48.750615    32.448410     0.390005     0.146252    False  undefined
 249   235   234    60.426608    40.219950     0.483413     0.181280    False  undefined
 250   235   236    29.110832    19.376170     0.232887     0.087332    False  undefined
 251   235   238    54.626494    36.359395     0.437012     0.163879    False  undefined
 252   236   25    26.780880    17.825354     0.214247     0.080343    False  undefined
 253   236   235    29.110832    19.376170     0.232887     0.087332    False  undefined
 254   236   159    44.926231    29.902899     0.359410     0.134779    False  undefined
 255   237   27    48.272403    32.130112     0.386179     0.144817    False  undefined
 256   237   234    56.467991    37.585095     0.451744     0.169404    False  undefined
 257   237   238    43.880611    29.206935     0.351045     0.131642    False  undefined
 258   238   235    54.626494    36.359395     0.437012     0.163879    False  undefined
 259   238   237    43.880611    29.206935     0.351045     0.131642    False  undefined
 260   238   239    29.581643    19.689542     0.236653     0.088745    False  undefined
 261   239   25    28.068797    18.682591     0.224550     0.084206    False  undefined
 262   239   28    44.457463    29.590887     0.355660     0.133372    False  undefined
 263   239   238    29.581643    19.689542     0.236653     0.088745    False  undefined
 264   247   216    39.650633    26.391461     0.317205     0.118952    False  undefined
 265   247   94    21.251546    14.145029     0.170012     0.063755     True  undefined
 266   15   10    18.470737    12.294122     0.147766     0.055412    False  undefined
 267   15   166   227.274869   151.274153     1.818199     0.681825     True  undefined
 268   15   169    76.555832    50.955562     0.612447     0.229667    False  undefined
 269   48   176   229.233234   152.577641     1.833866     0.687700    False  undefined
 270   48   54   136.902381    91.122225     1.095219     0.410707    False  undefined
 271   48   172   173.263791   115.324380     1.386110     0.519791    False  undefined
 272   49   50    26.239473    17.464993     0.209916     0.078718    False  undefined
 273   50   49    26.239473    17.464993     0.209916     0.078718    False  undefined
 274   50   60   116.488509    77.534752     0.931908     0.349466    False  undefined
 275   50   57   166.246482   110.653658     1.329972     0.498739    False  undefined
 276   51   178    41.921062    27.902659     0.335368     0.125763    False  undefined
 277   51   52    99.599822    66.293641     0.796799     0.298799    False  undefined
 278   51   58    74.640963    49.681025     0.597128     0.223923    False  undefined
 279   52   178    83.313293    55.453328     0.666506     0.249940    False  undefined
 280   52   51    99.599822    66.293641     0.796799     0.298799    False  undefined
 281   52   181    95.216735    63.376259     0.761734     0.285650    False  undefined
 282   53   56    55.688108    37.066005     0.445505     0.167064    False  undefined
 283   53   275   108.016488    71.895774     0.864132     0.324049    False  undefined
 284   53   61   159.777726   106.348054     1.278222     0.479333    False  undefined
 285   54   179   155.979088   103.819681     1.247833     0.467937    False  undefined
 286   54   68   142.083027    94.570463     1.136664     0.426249    False  undefined
 287   54   48   136.902381    91.122225     1.095219     0.410707    False  undefined
 288   55   245   159.135913   105.920863     1.273087     0.477408    False  undefined
 289   55   180   112.711430    75.020728     0.901691     0.338134    False  undefined
 290   55   175   165.347475   110.055280     1.322780     0.496042    False  undefined
 291   55   199   226.113637   150.501237     1.808909     0.678341    False  undefined
 292   56   53    55.688108    37.066005     0.445505     0.167064    False  undefined
 293   56   67    93.663126    62.342177     0.749305     0.280989    False  undefined
 294   56   59   100.889959    67.152357     0.807120     0.302670    False  undefined
 295   57   64    74.717261    49.731809     0.597738     0.224152    False  undefined
 296   57   50   166.246482   110.653658     1.329972     0.498739    False  undefined
 297   57   220   149.531702    99.528301     1.196254     0.448595    False  undefined
 298   58   178    58.820986    39.151248     0.470568     0.176463    False  undefined
 299   58   183   142.243631    94.677360     1.137949     0.426731    False  undefined
 300   58   51    74.640963    49.681025     0.597128     0.223923    False  undefined
 301   59   220   104.799171    69.754329     0.838393     0.314398    False  undefined
 302   59   221    73.193741    48.717754     0.585550     0.219581    False  undefined
 303   59   56   100.889959    67.152357     0.807120     0.302670    False  undefined
 304   59   64   105.760483    70.394177     0.846084     0.317281    False  undefined
 305   60   62    18.301621    12.181559     0.146413     0.054905    False  undefined
 306   60   50   116.488509    77.534752     0.931908     0.349466    False  undefined
 307   61   72    99.751257    66.394436     0.798010     0.299254    False  undefined
 308   61   53   159.777726   106.348054     1.278222     0.479333    False  undefined
 309   61   68   227.983745   151.745981     1.823870     0.683951    False  undefined
 310   62   60    18.301621    12.181559     0.146413     0.054905    False  undefined
 311   62   63    44.232882    29.441406     0.353863     0.132699     True  undefined
 312   62   75   126.773157    84.380213     1.014185     0.380319    False  undefined
 313   63       1    19.220850    12.793398     0.153767     0.057663     True  undefined
 314   63   104   464.381890   309.092586     3.715055     1.393146    False  undefined
 315   64   249    31.399096     0.000000     0.251193     0.094197    False   passagem
 316   64   57    74.717261    49.731809     0.597738     0.224152    False  undefined
 317   64   66    15.893110     0.000000     0.127145     0.047679    False   passagem
 318   64       2   124.568040    82.912488     0.996544     0.373704     True  undefined
 319   64   59   105.760483    70.394177     0.846084     0.317281    False  undefined
 320   65   178    85.966851    57.219536     0.687735     0.257901    False  undefined
 321   65   181   119.973936    79.854652     0.959791     0.359922    False  undefined
 322   65   188    85.037880    56.601213     0.680303     0.255114    False  undefined
 323   65   189   202.717316   134.928645     1.621739     0.608152    False  undefined
 324   66   249    18.268103    12.159250     0.146145     0.054804     True  undefined
 325   66   64    15.893110     0.000000     0.127145     0.047679    False   passagem
 326   66   97   390.393128   259.845666     3.123145     1.171179     True  undefined
 327   67   56    93.663126    62.342177     0.749305     0.280989    False  undefined
 328   67   221    63.673938    42.381373     0.509392     0.191022     True  undefined
 329   68   71    21.013353    13.986487     0.168107     0.063040    False  undefined
 330   68   54   142.083027    94.570463     1.136664     0.426249    False  undefined
 331   68   61   227.983745   151.745981     1.823870     0.683951    False  undefined
 332   69   67    22.651602    15.076906     0.181213     0.067955     True  undefined
 333   69   70    10.903945     0.000000     0.087232     0.032712    False   passagem
 334   70   69    10.903945     0.000000     0.087232     0.032712    False   passagem
 335   70   73   115.105443    76.614183     0.920844     0.345316     True  undefined
 336   70   85   153.727934   102.321313     1.229823     0.461184    False  undefined
 337   71   68    21.013353    13.986487     0.168107     0.063040    False  undefined
 338   71   76    49.525095    32.963903     0.396201     0.148575    False  undefined
 339   71   79    97.204889    64.699574     0.777639     0.291615    False  undefined
 340   72   61    99.751257    66.394436     0.798010     0.299254    False  undefined
 341   72   69   115.263774    76.719568     0.922110     0.345791     True  undefined
 342   72   73    11.220870     7.468611     0.089767     0.033663    False  undefined
 343   73   72    11.220870     7.468611     0.089767     0.033663    False  undefined
 344   73   74   114.495870    76.208451     0.915967     0.343488     True  undefined
 345   73   100   249.431191   166.021400     1.995450     0.748294    False  undefined
 346   74   274    11.572781     0.000000     0.092582     0.034718    False   passagem
 347   74   78   112.473889    74.862621     0.899791     0.337422     True  undefined
 348   74   103   240.525320   160.093653     1.924203     0.721576    False  undefined
 349   75   105   322.748394   214.821331     2.581987     0.968245    False  undefined
 350   75   62   126.773157    84.380213     1.014185     0.380319    False  undefined
 351   75   80   134.570451    89.570092     1.076564     0.403711    False  undefined
 352   76   274   113.549047    75.578246     0.908392     0.340647     True  undefined
 353   76   71    49.525095    32.963903     0.396201     0.148575    False  undefined
 354   76   78    10.107837     0.000000     0.080863     0.030324    False   passagem
 355   77   184    77.752640    51.752158     0.622021     0.233258    False  undefined
 356   77   191    28.000803    18.637334     0.224006     0.084002    False  undefined
 357   77   193    16.350406    10.882830     0.130803     0.049051    False  undefined
 358   78   16   235.037660   156.441067     1.880301     0.705113    False  undefined
 359   78   76    10.107837     0.000000     0.080863     0.030324    False   passagem
 360   78   196   117.767624    78.386130     0.942141     0.353303     True  undefined
 361   79   71    97.204889    64.699574     0.777639     0.291615    False  undefined
 362   79   76    80.045602    53.278353     0.640365     0.240137     True  undefined
 363   80   114   347.952320   231.597064     2.783619     1.043857    False  undefined
 364   80   114   347.952320   231.597064     2.783619     1.043857    False  undefined
 365   80   75   134.570451    89.570092     1.076564     0.403711    False  undefined
 366   81   83    11.899163     0.000000     0.095193     0.035697    False   passagem
 367   81   245    47.483947    31.605315     0.379872     0.142452    False  undefined
 368   81   246    78.213084    52.058629     0.625705     0.234639     True  undefined
 369   82   91   102.716233    68.367925     0.821730     0.308149    False  undefined
 370   82   188    82.110533    54.652771     0.656884     0.246332    False  undefined
 371   82   191    94.716781    63.043490     0.757734     0.284150    False  undefined
 372   82   205   202.366247   134.694974     1.618930     0.607099    False  undefined
 373   83   81    11.899163     0.000000     0.095193     0.035697    False   passagem
 374   83   202   115.168183    76.655943     0.921345     0.345505     True  undefined
 375   83   206    86.576482    57.625306     0.692612     0.259729    False  undefined
 376   84   86    11.358976     0.000000     0.090872     0.034077    False   passagem
 377   84   201   116.261839    77.383880     0.930095     0.348786     True  undefined
 378   85   249   253.971569   169.043476     2.031773     0.761915     True  undefined
 379   85   70   153.727934   102.321313     1.229823     0.461184    False  undefined
 380   86   241    33.618405    22.376410     0.268947     0.100855    False  undefined
 381   86   84    11.358976     0.000000     0.090872     0.034077    False   passagem
 382   86   88   113.370238    75.459230     0.906962     0.340111     True  undefined
 383   87   88    11.655040     0.000000     0.093240     0.034965    False   passagem
 384   87   203    92.025934    61.252462     0.736207     0.276078     True  undefined
 385   88   87    11.655040     0.000000     0.093240     0.034965    False   passagem
 386   88   90   112.527044    74.898001     0.900216     0.337581     True  undefined
 387   88   125   240.509568   160.083169     1.924077     0.721529    False  undefined
 388   89   87   110.971480    73.862617     0.887772     0.332914     True  undefined
 389   89   90    11.483656     0.000000     0.091869     0.034451    False   passagem
 390   89   193   115.408534    76.815920     0.923268     0.346226    False  undefined
 391   90   89    11.483656     0.000000     0.091869     0.034451    False   passagem
 392   90   92   116.290867    77.403201     0.930327     0.348873     True  undefined
 393   90   120   179.769434   119.654536     1.438155     0.539308    False  undefined
 394   91   82   102.716233    68.367925     0.821730     0.308149    False  undefined
 395   91   89   115.911420    77.150641     0.927291     0.347734     True  undefined
 396   91   92    11.395416     0.000000     0.091163     0.034186    False   passagem
 397   92   261    80.486492    53.571809     0.643892     0.241459     True  undefined
 398   92   91    11.395416     0.000000     0.091163     0.034186    False   passagem
 399   92   112   119.215318    79.349715     0.953723     0.357646    False  undefined
 400   93    9   112.012465     0.000000     0.896100     0.336037    False   passagem
 401   93   219   138.606511     0.000000     1.108852     0.415820    False   passagem
 402   94   217    44.241337    29.447034     0.353931     0.132724     True  undefined
 403   94   98    30.926742     0.000000     0.247414     0.092780     True   passagem
 404   95   85   125.397380    83.464496     1.003179     0.376192     True  undefined
 405   95   97    13.569126     0.000000     0.108553     0.040707    False   passagem
 406   96   218     4.361867     0.000000     0.034895     0.013086     True   passagem
 407   96   99    15.351057    10.217664     0.122808     0.046053     True  undefined
 408   97   95    13.569126     0.000000     0.108553     0.040707    False   passagem
 409   97   104   112.085622    74.604190     0.896685     0.336257    False  undefined
 410   97   116   121.937864    81.161843     0.975503     0.365814     True  undefined
 411   98   99    23.071068     0.000000     0.184569     0.069213     True   passagem
 412   98   101    40.031548     0.000000     0.320252     0.120095     True   passagem
 413   98   102    22.549300     0.000000     0.180394     0.067648     True   passagem
 414   99   112   214.499629   142.770953     1.715997     0.643499     True  undefined
 415   100   73   249.431191   166.021400     1.995450     0.748294    False  undefined
 416   100   95    29.623810    19.717608     0.236990     0.088871     True  undefined
 417   101   106    36.923903     0.000000     0.295391     0.110772     True   passagem
 418   102   106    26.295118     0.000000     0.210361     0.078885     True   passagem
 419   103   16   116.512272    77.550568     0.932098     0.349537    False  undefined
 420   103   74   240.525320   160.093653     1.924203     0.721576    False  undefined
 421   103   123   100.727590    67.044284     0.805821     0.302183    False  undefined
