  id   u     v       length       demanda         CS           CA       oneway  status
 419   104   16   116.512272    77.550568     0.932098     0.349537    False  undefined
 420   104   74   240.525320   160.093653     1.924203     0.721576    False  undefined
 421   104   124   100.727590    67.044284     0.805821     0.302183    False  undefined
 422   105   98   112.085622    74.604190     0.896685     0.336257    False  undefined
 423   105   108    46.911650    31.224394     0.375293     0.140735    False  undefined
 424   105   63   464.381890   309.092586     3.715055     1.393146    False  undefined
 425   10   47   104.360427    69.462300     0.834883     0.313081    False  undefined
 426   10   15    18.470737    12.294122     0.147766     0.055412    False  undefined
 427   106   111    39.066709    26.002801     0.312534     0.117200    False  undefined
 428   106   75   322.748394   214.821331     2.581987     0.968245    False  undefined
 429   106   108   123.373269    82.117248     0.986986     0.370120    False  undefined
 430   107   260     5.043207     3.356759     0.040346     0.015130    False  undefined
 431   107   109    14.250121     0.000000     0.114001     0.042750     True   passagem
 432   108   105    46.911650    31.224394     0.375293     0.140735    False  undefined
 433   108   118    47.867608    31.860680     0.382941     0.143603    False  undefined
 434   108   106   123.373269    82.117248     0.986986     0.370120    False  undefined
 435   109   220    60.737757     0.000000     0.485902     0.182213    False   passagem
 436   109   245    14.489813     0.000000     0.115919     0.043469     True   passagem
 437   109   261    58.713289     0.000000     0.469706     0.176140    False   passagem
 438   110   112   113.884261    75.801364     0.911074     0.341653    False  undefined
 439   110   140   209.944422   139.739008     1.679555     0.629833    False  undefined
 440   110   207   124.581623    82.921528     0.996653     0.373745    False  undefined
 441   110   210   110.215539    73.359463     0.881724     0.330647    False  undefined
 442   111   106    39.066709    26.002801     0.312534     0.117200    False  undefined
 443   111   122    58.759127    39.110075     0.470073     0.176277    False  undefined
 444   111   115   105.561527    70.261752     0.844492     0.316685    False  undefined
 445   112   110   113.884261    75.801364     0.911074     0.341653    False  undefined
 446   112   136   160.616583   106.906398     1.284933     0.481850    False  undefined
 447   112   208   123.267069    82.046561     0.986137     0.369801    False  undefined
 448   113   92   119.215318    79.349715     0.953723     0.357646    False  undefined
 449   113   116    34.570318    23.010003     0.276563     0.103711     True  undefined
 450   114   101    89.222236    59.386321     0.713778     0.267667     True  undefined
 451   114   117    12.739401     0.000000     0.101915     0.038218    False   passagem
 452   115   80   347.952320   231.597064     2.783619     1.043857    False  undefined
 453   115   93   239.752315   159.579141     1.918019     0.719257    False  undefined
 454   115   111   105.561527    70.261752     0.844492     0.316685    False  undefined
 455   116   120    13.804865     0.000000     0.110439     0.041415    False   passagem
 456   116   121    88.346946    58.803727     0.706776     0.265041     True  undefined
 457   117   17    63.080505    41.986384     0.504644     0.189242     True  undefined
 458   117   114    12.739401     0.000000     0.101915     0.038218    False   passagem
 459   117   128   262.679324   174.839358     2.101435     0.788038    False  undefined
 460   118   108    47.867608    31.860680     0.382941     0.143603    False  undefined
 461   118   122   108.199949    72.017886     0.865600     0.324600    False  undefined
 462   118   128    78.585897    52.306773     0.628687     0.235758    False  undefined
 463   119   132   109.103448    72.619255     0.872828     0.327310    False  undefined
 464   119   103   236.649035   157.513598     1.893192     0.709947     True  undefined
 465   120   116    13.804865     0.000000     0.110439     0.041415    False   passagem
 466   120   119    22.699695    15.108917     0.181598     0.068099     True  undefined
 467   121   90   179.769434   119.654536     1.438155     0.539308    False  undefined
 468   121   123    15.257751    10.155559     0.122062     0.045773     True  undefined
 469   122   111    58.759127    39.110075     0.470073     0.176277    False  undefined
 470   122   118   108.199949    72.017886     0.865600     0.324600    False  undefined
 471   122   130    74.756032    49.757615     0.598048     0.224268    False  undefined
 472   123   125    12.327723     0.000000     0.098622     0.036983    False   passagem
 473   123   126   111.967317    74.525446     0.895739     0.335902     True  undefined
 474   124   17    14.066151     9.362430     0.112529     0.042198    False  undefined
 475   124   114    59.942987    39.898052     0.479544     0.179829     True  undefined
 476   124   104   100.727590    67.044284     0.805821     0.302183    False  undefined
 477   125   120   104.085824    69.279524     0.832687     0.312257     True  undefined
 478   125   123    12.327723     0.000000     0.098622     0.036983    False   passagem
 479   125   137   110.832390    73.770039     0.886659     0.332497    False  undefined
 480   126   127    22.393898    14.905379     0.179151     0.067182     True  undefined
 481   126   88   240.509568   160.083169     1.924077     0.721529    False  undefined
 482   127   129    13.852443     0.000000     0.110820     0.041557    False   passagem
 483   127   131   104.004008    69.225068     0.832032     0.312012     True  undefined
 484   128   117   262.679324   174.839358     2.101435     0.788038    False  undefined
 485   128   118    78.585897    52.306773     0.628687     0.235758    False  undefined
 486   128   130    74.880770    49.840640     0.599046     0.224642    False  undefined
 487   129   125   134.100120    89.257040     1.072801     0.402300     True  undefined
 488   129   127    13.852443     0.000000     0.110820     0.041557    False   passagem
 489   130   122    74.756032    49.757615     0.598048     0.224268    False  undefined
 490   130   128    74.880770    49.840640     0.599046     0.224642    False  undefined
 491   130   141    84.843706    56.471971     0.678750     0.254531    False  undefined
 492   131   242   268.005079   178.384180     2.144041     0.804015    False  undefined
 493   131   136   124.175436    82.651170     0.993403     0.372526     True  undefined
 494   132   119   109.103448    72.619255     0.872828     0.327310    False  undefined
 495   132   134    17.824112    11.863729     0.142593     0.053472    False  undefined
 496   132   137   124.184327    82.657088     0.993475     0.372553    False  undefined
 497   133   129    76.338182    50.810694     0.610705     0.229015     True  undefined
 498   133   150   113.155747    75.316465     0.905246     0.339467    False  undefined
 499   134   132    17.824112    11.863729     0.142593     0.053472    False  undefined
 500   134   260   262.440801   174.680597     2.099526     0.787322    False  undefined
 501   134   143   130.909194    87.133160     1.047274     0.392728    False  undefined
 502   135   12    45.321304    30.165860     0.362570     0.135964    False  undefined
 503   135   231    44.060372    29.326583     0.352483     0.132181    False  undefined
 504   135   146    73.249254    48.754703     0.585994     0.219748    False  undefined
 505   136   112   160.616583   106.906398     1.284933     0.481850    False  undefined
 506   136   140   127.012397    84.539451     1.016099     0.381037     True  undefined
 507   137   125   110.832390    73.770039     0.886659     0.332497    False  undefined
 508   137   132   124.184327    82.657088     0.993475     0.372553    False  undefined
 509   137   143    58.358193    38.843213     0.466866     0.175075    False  undefined
 510   137   150   229.301478   152.623064     1.834412     0.687904    False  undefined
 511   138   124   156.463356   104.142010     1.251707     0.469390     True  undefined
 512   138   139    14.992586     9.979065     0.119941     0.044978    False  undefined
 513   138   16   203.929925   135.735758     1.631439     0.611790    False  undefined
 514   139   138    14.992586     9.979065     0.119941     0.044978    False  undefined
 515   139   154   143.991108    95.840482     1.151929     0.431973    False  undefined
 516   139   151    79.233374    52.737734     0.633867     0.237700     True  undefined
 517   140   110   209.944422   139.739008     1.679555     0.629833    False  undefined
 518   140   142    16.680293    11.102403     0.133442     0.050041    False  undefined
 519   140   147    80.046953    53.279252     0.640376     0.240141     True  undefined
 520   141   12   126.408800    84.137698     1.011270     0.379226    False  undefined
 521   141   130    84.843706    56.471971     0.678750     0.254531    False  undefined
 522   141   22    97.574692    64.945715     0.780598     0.292724    False  undefined
 523   142   133   286.027113   190.379646     2.288217     0.858081     True  undefined
 524   142   140    16.680293    11.102403     0.133442     0.050041    False  undefined
 525   142   156   121.670303    80.983754     0.973362     0.365011    False  undefined
 526   143   137    58.358193    38.843213     0.466866     0.175075    False  undefined
 527   143   161   264.746802   176.215472     2.117974     0.794240    False  undefined
 528   143   134   130.909194    87.133160     1.047274     0.392728    False  undefined
 529   144   145    15.897646    10.581473     0.127181     0.047693    False  undefined
 530   144   147    35.826398    23.846051     0.286611     0.107479    False  undefined
 531   144   210   242.497040   161.406030     1.939976     0.727491     True  undefined
 532   145   144    15.897646    10.581473     0.127181     0.047693    False  undefined
 533   145   149    51.589437    34.337929     0.412715     0.154768    False  undefined
 534   146   20    45.520921    30.298725     0.364167     0.136563    False  undefined
 535   146   232    41.283707    27.478435     0.330270     0.123851    False  undefined
 536   146   135    73.249254    48.754703     0.585994     0.219748    False  undefined
 537   146   152    76.728094    51.070220     0.613825     0.230184    False  undefined
 538   147   144    35.826398    23.846051     0.286611     0.107479    False  undefined
 539   147   148    17.430414    11.601684     0.139443     0.052291    False  undefined
 540   148   142    62.341143    41.494264     0.498729     0.187023     True  undefined
 541   148   147    17.430414    11.601684     0.139443     0.052291    False  undefined
 542   148   155    97.789459    65.088664     0.782316     0.293368    False  undefined
 543   149   145    51.589437    34.337929     0.412715     0.154768    False  undefined
 544   149   151    16.368586    10.894931     0.130949     0.049106    False  undefined
 545   149   138    90.168669    60.016266     0.721349     0.270506     True  undefined
 546   150   133   113.155747    75.316465     0.905246     0.339467    False  undefined
 547   150   137   229.301478   152.623064     1.834412     0.687904    False  undefined
 548   150   157   312.504111   208.002737     2.500033     0.937512    False  undefined
 549   150   161   140.813858    93.725704     1.126511     0.422442    False  undefined
 550   151   149    16.368586    10.894931     0.130949     0.049106    False  undefined
 551   151   153    76.105065    50.655531     0.608841     0.228315    False  undefined
 552   152   11    44.857670    29.857265     0.358861     0.134573    False  undefined
 553   152   233    42.252454    28.123233     0.338020     0.126757    False  undefined
 554   152   146    76.728094    51.070220     0.613825     0.230184    False  undefined
 555   152   159    71.070062    47.304233     0.568560     0.213210    False  undefined
 556   153   151    76.105065    50.655531     0.608841     0.228315    False  undefined
 557   153   154    42.388963    28.214094     0.339112     0.127167    False  undefined
 558   153   155   154.893580   103.097167     1.239149     0.464681    False  undefined
 559   153   163   121.119540    80.617166     0.968956     0.363359    False  undefined
 560   154   139   143.991108    95.840482     1.151929     0.431973    False  undefined
 561   154   153    42.388963    28.214094     0.339112     0.127167    False  undefined
 562   154   158   151.904939   101.107927     1.215240     0.455715    False  undefined
 563   154   33   285.109509   189.768889     2.280876     0.855329    False  undefined
 564   155   153   154.893580   103.097167     1.239149     0.464681    False  undefined
 565   155   156    37.511871    24.967902     0.300095     0.112536    False  undefined
 566   155   148    97.789459    65.088664     0.782316     0.293368    False  undefined
 567   155   164   125.341218    83.427115     1.002730     0.376024    False  undefined
 568   156   35   300.161726   199.787645     2.401294     0.900485    False  undefined
 569   156   142   121.670303    80.983754     0.973362     0.365011    False  undefined
 570   156   155    37.511871    24.967902     0.300095     0.112536    False  undefined
 571   156   157     8.585229     5.714328     0.068682     0.025756    False  undefined
 572   157   150   312.504111   208.002737     2.500033     0.937512    False  undefined
 573   157   156     8.585229     5.714328     0.068682     0.025756    False  undefined
 574   157   165   246.912699   164.345092     1.975302     0.740738    False  undefined
 575   158   21    74.735232    49.743770     0.597882     0.224206    False  undefined
 576   158   234    15.484956    10.306786     0.123880     0.046455    False  undefined
 577   158   235    48.750615    32.448410     0.390005     0.146252    False  undefined
 578   158   154   151.904939   101.107927     1.215240     0.455715    False  undefined
 579   159   234    42.813038    28.496358     0.342504     0.128439    False  undefined
 580   159   152    71.070062    47.304233     0.568560     0.213210    False  undefined
 581   159   160    45.444432    30.247814     0.363555     0.136333    False  undefined
 582   160   11    71.301566    47.458322     0.570413     0.213905    False  undefined
 583   160   237    44.926231    29.902899     0.359410     0.134779    False  undefined
 584   160   159    45.444432    30.247814     0.363555     0.136333    False  undefined
 585   160   225    42.734550    28.444116     0.341876     0.128204    False  undefined
 586   161   143   264.746802   176.215472     2.117974     0.794240    False  undefined
 587   161   150   140.813858    93.725704     1.126511     0.422442    False  undefined
 588   161   258    59.108057    39.342322     0.472864     0.177324    False  undefined
 589   162   23    72.238940    48.082238     0.577912     0.216717    False  undefined
 590   162   26    73.310318    48.795348     0.586483     0.219931    False  undefined
 591   162   226    44.221369    29.433743     0.353771     0.132664    False  undefined
 592   163   164    13.747293     9.150198     0.109978     0.041242    False  undefined
 593   163   153   121.119540    80.617166     0.968956     0.363359    False  undefined
 594   163   166   200.264124   133.295801     1.602113     0.600792     True  undefined
 595   164   163    13.747293     9.150198     0.109978     0.041242    False  undefined
 596   164   155   125.341218    83.427115     1.002730     0.376024    False  undefined
 597   165   258    94.838834    63.124728     0.758711     0.284517    False  undefined
 598   165   157   246.912699   164.345092     1.975302     0.740738    False  undefined
 599   165   254   163.723645   108.974458     1.309789     0.491171    False  undefined
 600   166   33   113.191345    75.340159     0.905531     0.339574    False  undefined
 601   166   10   231.407642   154.024927     1.851261     0.694223     True  undefined
 602   166   167    14.078000     0.000000     0.112624     0.042234    False   passagem
 603   221   59   104.799171    69.754329     0.838393     0.314398    False  undefined
 604   221   276    44.345883    29.516619     0.354767     0.133038    False  undefined
 605   221   57   149.531702    99.528301     1.196254     0.448595    False  undefined
 606   167   35   110.305045    73.419038     0.882440     0.330915    False  undefined
 607   167   164   199.408977   132.726615     1.595272     0.598227     True  undefined
 608   167   166    14.078000     0.000000     0.112624     0.042234    False   passagem
 609   222   59    73.193741    48.717754     0.585550     0.219581    False  undefined
 610   222   64   126.666993    84.309551     1.013336     0.380001     True  undefined
 611   168   254    24.114721    16.050758     0.192918     0.072344    False  undefined
 612   168   169   221.903079   147.698689     1.775225     0.665709    False  undefined
 613   169   35   159.729873   106.316204     1.277839     0.479190    False  undefined
 614   169   168   221.903079   147.698689     1.775225     0.665709    False  undefined
 615   169   170    81.839849    54.472603     0.654719     0.245520    False  undefined
 616   170   169    81.839849    54.472603     0.654719     0.245520    False  undefined
 617   170   15    76.555832    50.955562     0.612447     0.229667    False  undefined
 618   170    7   412.416898     0.000000     3.299335     1.237251    False   passagem
 619   223   11    42.915541    28.564584     0.343324     0.128747    False  undefined
 620   223   224    41.507525    27.627409     0.332060     0.124523    False  undefined
 621   223   225    71.598563    47.656004     0.572789     0.214796    False  undefined
 622   224   23    45.165526    30.062174     0.361324     0.135497    False  undefined
 623   224   223    41.507525    27.627409     0.332060     0.124523    False  undefined
 624   224   226    71.973894    47.905824     0.575791     0.215922    False  undefined
 625   225   160    42.734550    28.444116     0.341876     0.128204    False  undefined
 626   225   223    71.598563    47.656004     0.572789     0.214796    False  undefined
 627   225   226    44.849532    29.851848     0.358796     0.134549    False  undefined
 628   225   227    72.271745    48.104073     0.578174     0.216815    False  undefined
 629   226   162    44.221369    29.433743     0.353771     0.132664    False  undefined
 630   226   224    71.973894    47.905824     0.575791     0.215922    False  undefined
 631   226   225    44.849532    29.851848     0.358796     0.134549    False  undefined
 632   226   228    72.759323    48.428605     0.582075     0.218278    False  undefined
 633   227   25    44.141301    29.380450     0.353130     0.132424    False  undefined
 634   227   225    72.271745    48.104073     0.578174     0.216815    False  undefined
 635   227   228    42.687493    28.412795     0.341500     0.128062    False  undefined
 636   227   229    71.795230    47.786905     0.574362     0.215386    False  undefined
 637   228   26    44.865003    29.862146     0.358920     0.134595    False  undefined
 638   228   226    72.759323    48.428605     0.582075     0.218278    False  undefined
 639   228   227    42.687493    28.412795     0.341500     0.128062    False  undefined
 640   228   230    71.139016    47.350129     0.569112     0.213417    False  undefined
 641   229   28    43.005541    28.624488     0.344044     0.129017    False  undefined
 642   229   227    71.795230    47.786905     0.574362     0.215386    False  undefined
 643   229   230    44.643583    29.714769     0.357149     0.133931    False  undefined
 644   230   29    44.005619    29.290140     0.352045     0.132017    False  undefined
 645   230   228    71.139016    47.350129     0.569112     0.213417    False  undefined
 646   230   229    44.643583    29.714769     0.357149     0.133931    False  undefined
 647   246   55   159.135913   105.920863     1.273087     0.477408    False  undefined
 648   246   81    47.483947    31.605315     0.379872     0.142452    False  undefined
 649   246   247    88.394829    58.835598     0.707159     0.265184    False  undefined
 650   247   246    88.394829    58.835598     0.707159     0.265184    False  undefined
 651   247   196    29.972245    19.949526     0.239778     0.089917     True  undefined
 652   171   274   157.000815   104.499743     1.256007     0.471002    False  undefined
 653   171   172   181.588281   120.865160     1.452706     0.544765    False  undefined
 654   171   173   119.832615    79.760588     0.958661     0.359498    False  undefined
 655   172   171   181.588281   120.865160     1.452706     0.544765    False  undefined
 656   172   174    38.508379    25.631177     0.308067     0.115525    False  undefined
 657   172   176   256.560456   170.766640     2.052484     0.769681    False  undefined
 658   173   174   204.257526   135.953809     1.634060     0.612773    False  undefined
 659   173   171   119.832615    79.760588     0.958661     0.359498    False  undefined
 660   173   48   173.263791   115.324380     1.386110     0.519791    False  undefined
 661   174   173   204.257526   135.953809     1.634060     0.612773    False  undefined
 662   174   172    38.508379    25.631177     0.308067     0.115525    False  undefined
 663   174   175   168.280210   112.007308     1.346242     0.504841    False  undefined
 664   175   177    13.015160     8.662890     0.104121     0.039045     True  undefined
 665   175   174   168.280210   112.007308     1.346242     0.504841    False  undefined
 666   176   178     8.104617     5.394433     0.064837     0.024314    False  undefined
 667   176   172   256.560456   170.766640     2.052484     0.769681    False  undefined
 668   176   55   165.347475   110.055280     1.322780     0.496042    False  undefined
 669   177   48   229.233234   152.577641     1.833866     0.687700    False  undefined
 670   177   180   111.496603    74.212139     0.891973     0.334490     True  undefined
 671   177   178    14.840832     9.878058     0.118727     0.044522    False  undefined
 672   178   176     8.104617     5.394433     0.064837     0.024314    False  undefined
 673   178   177    14.840832     9.878058     0.118727     0.044522    False  undefined
 674   179   51    41.921062    27.902659     0.335368     0.125763    False  undefined
 675   179   52    83.313293    55.453328     0.666506     0.249940    False  undefined
 676   179   58    58.820986    39.151248     0.470568     0.176463    False  undefined
 677   179   65    85.966851    57.219536     0.687735     0.257901    False  undefined
 678   180   273    53.352530    35.511444     0.426820     0.160058     True  undefined
 679   180   54   155.979088   103.819681     1.247833     0.467937    False  undefined
 680   180   181    16.404887    10.919093     0.131239     0.049215    False  undefined
 681   181   55   112.711430    75.020728     0.901691     0.338134    False  undefined
 682   181   178   112.908446    75.151862     0.903268     0.338725     True  undefined
 683   181   180    16.404887    10.919093     0.131239     0.049215    False  undefined
 684   182   65   119.973936    79.854652     0.959791     0.359922    False  undefined
 685   182   185    87.810246    58.446499     0.702482     0.263431    False  undefined
 686   182   52    95.216735    63.376259     0.761734     0.285650    False  undefined
 687   183   270     5.689793     3.787126     0.045518     0.017069    False  undefined
 688   184   58   142.243631    94.677360     1.137949     0.426731    False  undefined
 689   184   186    85.265707    56.752855     0.682126     0.255797    False  undefined
 690   184   190    85.016786    56.587173     0.680134     0.255050    False  undefined
 691   185   268    62.017765    41.279025     0.496142     0.186053    False  undefined
 692   185   77    77.752640    51.752158     0.622021     0.233258    False  undefined
 693   185   182    87.810246    58.446499     0.702482     0.263431    False  undefined
 694   185   189   120.960631    80.511396     0.967685     0.362882    False  undefined
 695   186   211    83.801695    55.778408     0.670414     0.251405    False  undefined
 696   186   184    85.265707    56.752855     0.682126     0.255797    False  undefined
 697   186   188    86.961529    57.881594     0.695692     0.260885    False  undefined
 698   186   193    84.954747    56.545880     0.679638     0.254864    False  undefined
 699   187   191    29.632936    19.723682     0.237063     0.088899    False  undefined
 700   188   214    86.522540    57.589403     0.692180     0.259568    False  undefined
 701   188   186    86.961529    57.881594     0.695692     0.260885    False  undefined
 702   188   199    88.401405    58.839975     0.707211     0.265204    False  undefined
 703   189   65    85.037880    56.601213     0.680303     0.255114    False  undefined
 704   189   82    82.110533    54.652771     0.656884     0.246332    False  undefined
 705   189   185   120.960631    80.511396     0.967685     0.362882    False  undefined
 706   189   201   203.338931   135.342392     1.626711     0.610017    False  undefined
 707   190   65   202.717316   134.928645     1.621739     0.608152    False  undefined
 708   190   184    85.016786    56.587173     0.680134     0.255050    False  undefined
 709   190   193    85.463299    56.884372     0.683706     0.256390    False  undefined
 710   190   201    85.688944    57.034561     0.685512     0.257067    False  undefined
 711   191   216    20.105926    13.382504     0.160847     0.060318    False  undefined
 712   191   187    29.632936    19.723682     0.237063     0.088899    False  undefined
 713   191   204   116.577541    77.594011     0.932620     0.349733    False  undefined
 714   192   77    28.000803    18.637334     0.224006     0.084002    False  undefined
 715   192   82    94.716781    63.043490     0.757734     0.284150    False  undefined
 716   192   194    33.636779    22.388640     0.269094     0.100910    False  undefined
 717   193   186    84.954747    56.545880     0.679638     0.254864    False  undefined
 718   193   190    85.463299    56.884372     0.683706     0.256390    False  undefined
 719   193   199    62.231171    41.421068     0.497849     0.186694    False  undefined
 720   194   216   153.786609   102.360367     1.230293     0.461360    False  undefined
 721   194   77    16.350406    10.882830     0.130803     0.049051    False  undefined
 722   194   89   115.408534    76.815920     0.923268     0.346226    False  undefined
 723   194   192    33.636779    22.388640     0.269094     0.100910    False  undefined
 724   195   79    37.253660    24.796036     0.298029     0.111761     True  undefined
 725   195   197    10.404854     6.925471     0.083239     0.031215     True  undefined
 726   196   272   151.924991   101.121274     1.215400     0.455775     True  undefined
 727   196   195    17.699540    11.780814     0.141596     0.053099     True  undefined
 728   197   198    18.126702    12.065133     0.145014     0.054380     True  undefined
 729   197   209   223.483593   148.750679     1.787869     0.670451     True  undefined
 730   198   83   107.687291    71.676661     0.861498     0.323062     True  undefined
 731   198   196    10.516001     6.999450     0.084128     0.031548     True  undefined
 732   199   188    88.401405    58.839975     0.707211     0.265204    False  undefined
 733   199   193    62.231171    41.421068     0.497849     0.186694    False  undefined
 734   199       5    48.204956    32.085218     0.385640     0.144615    False  undefined
 735   200   81    76.813267    51.126910     0.614506     0.230440     True  undefined
 736   200   55   226.113637   150.501237     1.808909     0.678341    False  undefined
 737   201   189   203.338931   135.342392     1.626711     0.610017    False  undefined
 738   201   190    85.688944    57.034561     0.685512     0.257067    False  undefined
 739   201   205   119.764500    79.715251     0.958116     0.359293    False  undefined
 740   201   206    81.919322    54.525501     0.655355     0.245758    False  undefined
 741   202   200    38.180335    25.412831     0.305443     0.114541     True  undefined
 742   202   203    11.801433     0.000000     0.094411     0.035404    False   passagem
 743   203   241    32.418747    21.577918     0.259350     0.097256    False  undefined
 744   203   86   115.712389    77.018166     0.925699     0.347137     True  undefined
 745   203   202    11.801433     0.000000     0.094411     0.035404    False   passagem
 746   204   84    22.351196    14.876956     0.178810     0.067054     True  undefined
 747   204   191   116.577541    77.594011     0.932620     0.349733    False  undefined
 748   205   217    86.011449    57.249221     0.688092     0.258034    False  undefined
 749   205   201   119.764500    79.715251     0.958116     0.359293    False  undefined
 750   205       5    41.547676    27.654133     0.332381     0.124643    False  undefined
 751   206   82   202.366247   134.694974     1.618930     0.607099    False  undefined
 752   206   201    81.919322    54.525501     0.655355     0.245758    False  undefined
 753   206   217    93.577582    62.285238     0.748621     0.280733    False  undefined
 754   207   83    86.576482    57.625306     0.692612     0.259729    False  undefined
 755   207   110   124.581623    82.921528     0.996653     0.373745    False  undefined
 756   207   208   113.351554    75.446794     0.906812     0.340055    False  undefined
 757   208   241    46.716047    31.094201     0.373728     0.140148    False  undefined
 758   208   112   123.267069    82.046561     0.986137     0.369801    False  undefined
 759   208   207   113.351554    75.446794     0.906812     0.340055    False  undefined
 760   209   16   111.544608    74.244091     0.892357     0.334634    False  undefined
 761   209   145   244.084368   162.462556     1.952675     0.732253     True  undefined
 762   209   210    14.127847     9.403495     0.113023     0.042384    False  undefined
 763   210   110   110.215539    73.359463     0.881724     0.330647    False  undefined
 764   210   198   221.796925   147.628033     1.774375     0.665391     True  undefined
 765   210   209    14.127847     9.403495     0.113023     0.042384    False  undefined
 766       1   66   135.059425    89.895553     1.080475     0.405178     True  undefined
 767       1       2    13.011350     0.000000     0.104091     0.039034    False   passagem
 768       2   60    74.580045    49.640478     0.596640     0.223740     True  undefined
 769       2       1    13.011350     0.000000     0.104091     0.039034    False   passagem
 770       3   248    17.242742     0.000000     0.137942     0.051728     True   passagem
 771       3   102    27.476748     0.000000     0.219814     0.082430     True   passagem
 772       4   94   140.218091     0.000000     1.121745     0.420654     True   passagem
 773       4       3    13.994848     0.000000     0.111959     0.041985     True   passagem
 774       5   199    48.204956    32.085218     0.385640     0.144615    False  undefined
 775       5   205    41.547676    27.654133     0.332381     0.124643    False  undefined
 776       6    9  3544.902800     0.000000    28.359222    10.634708    False   passagem
