  2647883776	           1
  1200465894	           2
  2647883774	           3
      -40959	           4
  1264443178	           5
      -40957	           6
  1264443117	           7
      -40955	           8
  1217426562	           9
      -40953	          10
  1200569670	          11
  1237684066	          12
  2647883784	          13
  1801769458	          14
      -40951	          15
  5117971110	          16
  1237684083	          17
      -40949	          18
      -40947	          19
  1237684119	          20
  1198360329	          21
  1195800553	          22
  2647883791	          23
  1215470397	          24
  1227355158	          25
      -40945	          26
      -40943	          27
  2647883794	          28
  2647883798	          29
  1227355223	          30
  2647883795	          31
  1198360416	          32
      -40939	          33
  1200524230	          34
  1200569724	          35
  1215493130	          36
  1200465943	          37
  1269518815	          38
  2647883799	          39
  1200464915	          40
  2647883802	          41
  1200524381	          42
  1200465957	          43
  1200465103	          44
  1200465688	          45
  1200465969	          46
  1801769467	          47
  1200465091	          48
  1200465985	          49
  1200524560	          50
  2466854166	          51
  1200466016	          52
  1200465829	          53
  1200465912	          54
  5116534887	          55
  5116534888	          56
      -40993	          57
  1200466053	          58
  1200465369	          59
  1198360418	          60
      -40975	          61
  1200466069	          62
  2466854158	          63
  2647883706	          64
  3218294973	          65
  1237684088	          66
  3218294979	          67
      -40985	          68
  1215508702	          69
  1215508704	          70
  1215508703	          71
  1215470404	          72
  1200524204	          73
  1801769465	          74
  1200465621	          75
  2591478053	          76
  2591478059	          77
  1198360312	          78
  1264453991	          79
  1264454006	          80
  1195866064	          81
  4387496301	          82
  4387496303	          83
  1200465568	          84
  1227355272	          85
  1195741600	          86
  1195741681	          87
  1237684091	          88
  1036902846	          89
  1200524395	          90
  1036905853	          91
  2587347994	          92
  1801769443	          93
  1801769478	          94
  1200524690	          95
  1801769450	          96
  1801769451	          97
  1200465600	          98
  1801769452	          99
  1801769464	         100
  1801769454	         101
  1801769481	         102
  1801769487	         103
  1036909039	         104
      -40977	         105
  1200524328	         106
  1801769455	         107
  1801769488	         108
  1237684070	         109
  1227355178	         110
  5117971109	         111
  1801769463	         112
  2647883773	         113
  1801769466	         114
  1801769499	         115
  1801769468	         116
  1801769479	         117
  2466854175	         118
  1801769472	         119
  1801769475	         120
  1217426568	         121
  1801769485	         122
  1200465254	         123
  1801769500	         124
  1801769482	         125
  1801769496	         126
  1801769484	         127
  1801769495	         128
  1801769486	         129
  1195865902	         130
  1200465054	         131
  1198360377	         132
  5117971126	         133
  1200524856	         134
  5117971130	         135
  5117971137	         136
  1237684063	         137
  1202909963	         138
  1227355258	         139
  1198360286	         140
  1215493136	         141
      -44134	         142
  1200524636	         143
  1200464853	         144
  2723838939	         145
  2723838942	         146
  2647883699	         147
  1200464892	         148
  1195865964	         149
  1227355182	         150
  2587347987	         151
  2587347991	         152
  1200524695	         153
  1200465160	         154
  1227355173	         155
  1200465222	         156
  1227355159	         157
  1227355185	         158
      -40981	         159
  1200465031	         160
  1215493147	         161
  1227355175	         162
  1227355282	         163
  1232303221	         164
  1200465143	         165
  1200464936	         166
  1200465297	         167
  1195866036	         168
  1227355210	         169
  1227355194	         170
  1200524344	         171
  1200569962	         172
  1227355193	         173
  1227355260	         174
  1198360497	         175
  1200465551	         176
  1227355207	         177
  1200569816	         178
  1227355226	         179
  1200464982	         180
  1200524664	         181
  1200465133	         182
  1217426575	         183
  1200569659	         184
  2792912092	         185
  1217426581	         186
  1200569568	         187
  1200524725	         188
  1232303253	         189
  1232303282	         190
  1217426588	         191
  1200465158	         192
  1200524464	         193
  1198360473	         194
  1195800543	         195
  1200465470	         196
  2792912113	         197
  1200465117	         198
      -40973	         199
  1200465820	         200
  2792912138	         201
  1198360389	         202
  2792912147	         203
  1200465870	         204
  1200465193	         205
  2466854168	         206
  2302508843	         207
  1198360440	         208
  1200569646	         209
  2466854191	         210
  1200524614	         211
  1200465234	         212
      -40999	         213
  2466854238	         214
  1200524659	         215
  1200524713	         216
  1264443221	         217
  1198360479	         218
  1200524676	         219
  1200569742	         220
  1200465400	         221
  1264443261	         222
  1200524708	         223
  1200524805	         224
  1200524715	         225
  1264442912	         226
  1200465592	         227
  1200524838	         228
  1237684054	         229
  1195800444	         230
  2466831972	         231
  1200465541	         232
  1198360323	         233
  1200465522	         234
  1237684093	         235
      -40979	         236
      -40991	         237
  1264443155	         238
      -40987	         239
  2302508841	         240
  1036906383	         241
  1195865928	         242
  1237684084	         243
  1237684071	         244
  1237684106	         245
  1237684072	         246
  1198360429	         247
  1195800433	         248
  1237684086	         249
  1237684107	         250
      -40989	         251
  1237684109	         252
  1195800514	         253
  1195800492	         254
  1195800546	         255
      -40983	         256
      -40997	         257
