  id            u            v           CA      demanda           CS       length   oneway     status
 428          265          271     0.499908   110.912922     1.333088   166.636000     True    servico
 429          272          269     0.221520    49.147904     0.590720    73.840000    False    servico
 430          272          268     0.478197   106.095974     1.275192   159.399000     True    servico
 431          197          272     0.237045    52.592384     0.632120    79.015000     True    servico
 432          197          196     0.414807    92.031846     1.106152   138.269000    False    servico
 433          281          282     0.277029    61.463501     0.738744    92.343000     True    servico
 434          281          283     0.386943    85.849754     1.031848   128.981000    False    servico
 435          154            2     0.298605    66.250496     0.796280    99.535000     True    servico
 436          154            3     0.330666    73.363763     0.881776   110.222000     True    servico
 437          195          280     0.140724    31.221965     0.375264    46.908000     True    servico
 438          195          275     0.480177   106.535270     1.280472   160.059000    False    servico
 439          181          165     0.756198   167.775130     2.016528   252.066000    False    servico
 440          192          284     0.315366    69.969203     0.840976   105.122000     True    servico
 441          192          254     0.249891    55.442483     0.666376    83.297000    False    servico
 442          169          113     0.513513   113.931418     1.369368   171.171000     True    servico
 443          169          285     0.490551   108.836915     1.308136   163.517000     True    servico
 444          237          286     0.163356    36.243251     0.435616    54.452000     True    servico
 445          237          240     0.094230    20.906496     0.251280    31.410000     True    servico
 446          237          112     0.251925    55.893760     0.671800    83.975000     True    servico
 447          285          248     0.257469    57.123789     0.686584    85.823000     True    servico
 448          245          287     0.158892    35.252838     0.423712    52.964000     True    servico
 449          245          253     0.409155    90.777856     1.091080   136.385000    False    servico
 450           82           70     0.251766    55.858483     0.671376    83.922000     True    servico
 451           82           71     0.544041   120.704563     1.450776   181.347000     True    servico
 452           77           60     0.390309    86.596557     1.040824   130.103000     True    servico
 453           77           82     0.824097   182.839654     2.197592   274.699000     True    servico
 454          282          259     0.562872   124.882534     1.500992   187.624000     True    servico
 455          282           37     0.196542    43.606118     0.524112    65.514000     True    servico
 456          259          263     0.449265    99.676928     1.198040   149.755000     True    servico
 457          259          167     0.493806   109.559091     1.316816   164.602000     True    servico
 458          271          246     0.104670    23.222784     0.279120    34.890000     True    servico
 459          283          262     0.249048    55.255450     0.664128    83.016000     True    servico
 460          283          281     0.386943    85.849754     1.031848   128.981000    False    servico
 461          129          262     0.366309    81.271757     0.976824   122.103000     True    servico
 462          129          281     0.245988    54.576538     0.655968    81.996000     True    servico
 463          288          129     0.105438    23.393178     0.281168    35.146000     True    servico
 464          288          257     0.377559    83.767757     1.006824   125.853000     True    servico
 465          200          152     0.634062   140.677222     1.690832   211.354000     True    servico
 466          280          257     0.303621    67.363379     0.809656   101.207000     True    servico
 467          280          289     0.413511    91.744307     1.102696   137.837000     True    servico
 468          290          201     0.085584    18.988237     0.228224    28.528000     True    servico
 469          290          200     0.046452     0.000000     0.123872    15.484000     True   passagem
 470           33           39     0.615033   136.455322     1.640088   205.011000     True    servico
 471          246          193     0.474738   105.328538     1.265968   158.246000     True    servico
 472          246          289     0.381453    84.631706     1.017208   127.151000     True    servico
 473          217          258     0.023070     0.000000     0.061520     7.690000    False   passagem
 474           96           95     0.085740     0.000000     0.228640    28.580000    False   passagem
 475           96           45     0.550341     0.000000     1.467576   183.447000     True   passagem
 476          291          279     0.265869    58.987469     0.708984    88.623000    False    servico
 477          291          288     0.829026   183.933235     2.210736   276.342000     True    servico
 478          142          144     0.077634     0.000000     0.207024    25.878000     True   passagem
 479          142           74     0.088881     0.000000     0.237016    29.627000     True   passagem
 480          123           55     0.431259    95.681997     1.150024   143.753000     True    servico
 481          123           17     0.455688   101.101978     1.215168   151.896000     True    servico
 482          292          273     0.078984     0.000000     0.210624    26.328000    False   passagem
 483          143           65     0.113052    25.082470     0.301472    37.684000     True    servico
 484          182          161     0.629544     0.000000     1.678784   209.848000     True   passagem
 485           90           89     1.166688   258.849178     3.111168   388.896000    False    servico
 486           90           72     0.137289    30.459853     0.366104    45.763000    False    servico
 487           90          293     0.281292    62.409318     0.750112    93.764000    False    servico
 488          293           90     0.281292    62.409318     0.750112    93.764000    False    servico
 489          293          277     0.212580    47.164416     0.566880    70.860000     True    servico
 490          174           89     0.309612    68.692582     0.825632   103.204000     True    servico
 491          174          293     1.240650   275.258880     3.308400   413.550000     True    servico
 492           80          159     0.375531    83.317811     1.001416   125.177000     True    servico
 493           80          187     0.234486    52.024627     0.625296    78.162000     True    servico
 494          284          294     0.299598    66.470810     0.798928    99.866000     True    servico
 495           84          136     0.804612   178.516582     2.145632   268.204000    False    servico
 496           84          203     1.717035   380.952832     4.578760   572.345000     True    servico
 497          260          284     0.253101    56.154675     0.674936    84.367000     True    servico
 498          260          254     0.321327    71.291750     0.856872   107.109000     True    servico
 499          264          261     0.292992    65.005158     0.781312    97.664000     True    servico
 500          264          260     0.497952   110.478950     1.327872   165.984000     True    servico
 501           62          182     0.044631     9.902131     0.119016    14.877000     True    servico
 502           62          274     0.154683    34.319002     0.412488    51.561000     True    servico
 503          241          267     0.341367    75.737958     0.910312   113.789000     True    servico
 504          241          164     0.393030    87.200256     1.048080   131.010000     True    servico
 505          287          237     0.193407    42.910566     0.515752    64.469000     True    servico
 506          287          240     0.185520    41.160704     0.494720    61.840000     True    servico
 507          287          286     0.174681    38.755891     0.465816    58.227000     True    servico
 508          140          250     0.544059   120.708557     1.450824   181.353000     True    servico
 509          140          266     0.643869   142.853069     1.716984   214.623000     True    servico
 510          251          199     0.091644     0.000000     0.244384    30.548000     True   passagem
 511          251          295     0.201831    44.779571     0.538216    67.277000     True    servico
 512          199          278     0.307758    68.281242     0.820688   102.586000     True    servico
 513          199          131     0.250413    55.558298     0.667768    83.471000     True    servico
 514           49          187     0.359688    79.802778     0.959168   119.896000     True    servico
 515           49          159     0.176913    39.251098     0.471768    58.971000     True    servico
 516          296          297     0.107940    23.948288     0.287840    35.980000    False    servico
 517          298          279     0.328338    72.847258     0.875568   109.446000    False    servico
 518          279          298     0.328338    72.847258     0.875568   109.446000    False    servico
 519          279          291     0.265869    58.987469     0.708984    88.623000    False    servico
 520          279          266     0.318324    70.625485     0.848864   106.108000    False    servico
 521          184          285     0.438201    97.222195     1.168536   146.067000     True    servico
 522          273          292     0.078984     0.000000     0.210624    26.328000    False   passagem
 523          273          205     0.240936    53.455667     0.642496    80.312000     True     BR-356
 524          273          204     0.487404   108.138701     1.299744   162.468000     True    servico
 525          249          163     0.493902   109.580390     1.317072   164.634000     True    servico
 526          249          165     0.396594    87.990989     1.057584   132.198000     True    servico
 527          107          148     0.372789    82.709453     0.994104   124.263000     True    servico
 528          107          297     0.333111    73.906227     0.888296   111.037000    False    servico
 529          294          104     0.255984    56.794317     0.682624    85.328000     True    servico
 530          294          105     0.365082    80.999526     0.973552   121.694000     True    servico
 531          286          270     0.317334    70.405837     0.846224   105.778000     True    servico
 532          163          241     0.511038   113.382298     1.362768   170.346000     True    servico
 533          163          168     0.280743    62.287514     0.748648    93.581000     True    servico
 534          147          117     0.196047    43.496294     0.522792    65.349000     True    servico
 535          147          208     0.103821    23.034419     0.276856    34.607000     True    servico
 536           91           73     0.255147    56.608614     0.680392    85.049000     True    servico
 537           91          103     0.370809    82.270157     0.988824   123.603000    False    servico
 538          132           42     0.678579   150.554061     1.809544   226.193000     True    servico
 539          297          296     0.107940    23.948288     0.287840    35.980000    False    servico
 540          297          299     0.174486    38.712627     0.465296    58.162000    False    servico
 541          297          107     0.333111    73.906227     0.888296   111.037000    False    servico
 542          299          297     0.174486    38.712627     0.465296    58.162000    False    servico
 543          124          282     0.396810    88.038912     1.058160   132.270000     True    servico
 544          124          283     0.279339    61.976013     0.744904    93.113000     True    servico
 545          289          288     0.198924    44.134605     0.530464    66.308000     True    servico
 546          300          295     0.254931    56.560691     0.679816    84.977000    False    servico
 547          301          290     0.621153   137.813146     1.656408   207.051000     True    servico
 548          301          152     0.048261     0.000000     0.128696    16.087000     True   passagem
 549          295          291     0.422718    93.787034     1.127248   140.906000     True    servico
 550          295          300     0.254931    56.560691     0.679816    84.977000    False    servico
 551            3           61     0.208149    46.181325     0.555064    69.383000     True    servico
 552            3          161     0.058989     0.000000     0.157304    19.663000     True   passagem
 553          278          130     0.233514    51.808973     0.622704    77.838000     True    servico
 554          153          221     1.768029   392.266701     4.714744   589.343000     True    servico
 555          153          301     0.102618     0.000000     0.273648    34.206000     True   passagem
 556           79          243     0.219906    48.789811     0.586416    73.302000     True    servico
 557           79          242     0.568005   126.021376     1.514680   189.335000     True    servico
 558           48           78     0.309735    68.719872     0.825960   103.245000     True    servico
 559           48          276     0.317136    70.361907     0.845696   105.712000     True    servico
 560          225          138     0.147507    32.726886     0.393352    49.169000    False    servico
 561          225          228     0.168702    37.429350     0.449872    56.234000    False    servico
 562          225            2     0.181050    40.168960     0.482800    60.350000    False    servico
 563            2          135     0.140271    31.121459     0.374056    46.757000     True    servico
 564            2          225     0.181050    40.168960     0.482800    60.350000    False    servico
 565            2            1     0.259326    57.535795     0.691536    86.442000    False    servico

  id           no  demanda       CS
   0          220      580        6
   1          184      970        8
   2          286      650        5
   3          124      729        5
